0,大连高新缘梦信息服务有限公司
1,中科软科技股份有限公司
2,同方鼎欣科技股份有限公司
3,北京中油瑞飞信息技术有限责任公司
4,上海仁教信息技术有限公司
5,京东金融
6,店商互联(北京)科技发展有限公司
8,中公教育
9,北京科锐国际人力资源股份有限公司
11,北京千锋互联科技有限公司
12,中企动力科技股份有限公司
13,北京世纪好未来教育科技有限公司
14,北京奇虎科技有限公司
16,中国电子科技集团公司第十五研究所
18,北京中体骏彩信息技术有限公司
19,搜狐媒体
21,新博卓畅技术（北京）有限公司
22,北京简单科技有限公司
23,苏州博纳讯动软件有限公司
24,北京神州云合数据科技发展有限公司
25,北京热点映像文化传媒有限公司
26,京东集团
29,北京欣如信科技有限公司
31,金风科技股份有限公司
32,北京大生知行科技有限公司
33,北京融世纪信息技术有限公司
35,博彦科技股份有限公司
40,达内时代科技集团有限公司
41,中软国际科技服务有限公司深圳分公司
42,文思海辉技术有限公司 Pactera Technology International Limited
45,九次方大数据信息集团有限公司
46,北大方正集团
48,马上消费金融股份有限公司
49,青岛海信电器股份有限公司-海视云
51,航天信息股份有限公司
52,绫致时装（天津）有限公司
55,新浪网
60,北京掌趣科技股份有限公司
61,江苏传智播客教育科技股份有限公司北京分公司
62,北京明特量化信息技术有限公司
63,北京好巧国际旅行社有限公司
64,河南奇酷信息技术有限公司
66,上海甦翔投资咨询有限公司 - 研发中心
70,阳光保险集团股份有限公司
71,北京联想利泰软件有限公司
73,阿里巴巴集团
74,中科富创(北京)科技有限公司
75,世纪文都教育科技集团股份有限公司
76,北京友缘在线网络科技股份有限公司
77,极客学院
78,上海飞观信息科技有限公司
79,北京博派通达科技有限公司
80,小付钱包技术(北京)有限公司
81,北京捷通华声科技股份有限公司
83,小叶子(北京)科技有限公司
84,北京百悟科技有限公司
85,北京多联元信息技术有限公司
86,北京无双科技有限公司
87,多点生活(中国)网络科技有限公司
88,大连信雅达软件有限公司北京办事处
89,北京美洽网络科技有限公司
90,北京能通天下网络技术有限公司
91,北京点石经纬科技有限公司
92,北京佳讯飞鸿电气股份有限公司
94,北京智慧星光信息技术有限公司
96,天津火星文化有限公司北京分公司
98,中博睿智(北京)科技发展有限公司
99,北京迈基诺基因科技股份有限公司
100,北京信达泰和数据技术有限公司
101,北京华信杰通科技有限公司
102,北京中睿天下信息技术有限公司
103,广州杰颉软件科技有限公司
105,大公国际信用评级集团有限公司
106,北京全品文教科技股份有限公司
108,环球合一网络技术(北京)股份有限公司
109,航天星图科技(北京)有限公司
113,精硕科技(北京)股份有限公司
116,郑州软通合力计算机技术有限公司
117,北京华清远见科技信息有限公司
119,博易智软(北京)技术股份有限公司
120,北京大开科技有限公司
121,北京天融信科技有限公司
122,北京盖娅互娱网络科技股份有限公司
123,北京荣之联科技股份有限公司
124,搜狗公司
125,北京智华信科技股份有限公司
127,北京中庆现代技术股份有限公司
130,深圳码隆科技有限公司
131,人人买(北京)网络科技有限公司
132,北京神州泰岳信息工程技术有限公司
133,北京八维研修学院
136,银湖网络科技有限公司
137,北京汇商融通信息技术有限公司
138,极课大数据
139,易第优（北京）教育咨询股份有限公司
142,北京知趣科技有限公司
143,北京墨迹风云科技股份有限公司
144,北京奇安信科技有限公司
145,北京商高科技有限公司
146,北京财经专修学院
147,北京复华卓越商业管理有限公司
148,世纪爱心国际投资集团有限公司
149,北京首都在线科技股份有限公司
150,拓天伟业(北京)资产管理集团有限公司
151,北京若森数字科技有限公司
152,恩梯梯数据(中国)有限公司上海分公司
156,北京睿思博考教育科技有限公司
157,上海诚信互通网络信息科技有限公司
159,北京华云网际科技有限公司
161,北京四通工控技术有限公司
162,北京玩蟹科技有限公司
165,杭州迪普科技股份有限公司北京技术开发中心
167,北京容联易通信息技术有限公司
169,360金融
173,上海宣郝信息技术有限公司
176,星河互联集团有限公司
177,微租联盟(北京)汽车科技有限公司
178,数联道(北京)科技有限公司
179,东信北邮信息技术有限公司
183,北京根网科技有限公司
185,北京斯普信信息技术有限公司
190,北京银河长兴影视文化传播股份有限公司
191,北京思迪康泰科技有限公司
192,找伙伴(北京)信息技术股份公司
193,北京易联戴维企业管理服务有限责任公司
194,北京星河聘快线科技有限公司
195,中电长城网际系统应用有限公司
196,华兴创信(北京)科技有限公司
197,北京国富如荷网络科技有限公司
198,北京银通易汇科技有限公司
199,北京安天网络安全技术有限公司
200,北京图森未来科技有限公司
201,北京斯图飞腾科技有限公司
202,厦门晨华贸易有限公司
203,北京信邦安达信息科技股份有限公司
204,北京焱融科技有限公司
205,律品汇科技（北京）有限公司
207,北京号外科技有限公司
208,北京傲盾软件有限责任公司
209,北京高梓行远科技有限公司
210,乐飞天下信息技术(北京)有限公司
211,北京硬球科技有限公司
212,河北戴纳米克科技有限公司
213,易思互动(北京)科技有限公司
215,超对称(北京)科技有限公司
216,北京原子钟信息科技有限公司
217,果壳网
218,北京未来云科技有限公司
219,北京汇冠新技术股份有限公司
220,北京兴竹同智信息技术股份有限公司
221,Symbio 北京研发中心
222,北京新网数码信息技术有限公司
223,北京中创信测科技股份有限公司
224,中国电信集团系统集成有限责任公司
225,银河互联网电视有限公司
230,北京智软英才管理咨询有限公司
231,北京南天软件有限公司
232,北京战策互动科技有限公司
234,思沃创智信息技术(北京)有限公司
235,郑州三生石科技有限公司
236,同源数智(北京)科技有限公司
237,青松智慧(北京)科技有限公司
238,北京世纪盈联科技股份有限公司
239,优保联(北京)科技有限公司
240,北京布雷恩科技有限公司
241,北京中浦天投科技有限公司
242,北京科浪扑科技发展有限公司
244,北京荣新智客教育科技有限公司
245,北京创客在线教育科技有限公司
246,北京云图智联教育科技有限责任公司
247,北京太一云科技有限公司
248,混沌时代(北京)教育科技有限公司
249,北京阿尔山金融科技有限公司
250,北京汇才同飞软件技术研究院
251,嘉才(北京)企业管理咨询有限公司
252,慕华(北京)网络技术有限公司
253,北京永信至诚科技股份有限公司
254,北京数智源科技股份有限公司
255,河北新龙科技集团股份有限公司
256,东方兴业网络教育服务有限责任公司
258,金电联行（北京）信息技术有限公司
259,北京恒信通诚科技有限公司
262,北京朴素磐石投资管理有限公司
264,北京北亚宸星科技有限公司
265,北京数王科技有限公司
266,北京卓越讯通科技有限公司
267,北京中都格罗唯视物流有限公司
268,北京艾唯博瑞科技有限公司
269,北京造数科技有限公司
271,北京北方金证科技有限公司
273,北京新界教育科技有限公司
274,北京雇德信息科技有限公司
275,国家网络安全应急工程技术研究中心
276,杭州凡闻科技有限公司
278,北京微步在线科技有限公司
279,睿初科技（深圳）有限公司
280,爱贝睿(北京)科技有限公司
281,北京翔博科技股份有限公司
282,南京恒略信息技术有限公司
283,苏州美生元信息科技有限公司
285,北京朗势科技有限公司
286,北京江民新科技术有限公司
287,青岛碎片时代信息技术有限公司
288,北京天广汇通科技有限公司
289,北京软安科技有限公司
290,海数盈智教育科技(北京)有限公司
292,湖南网数科技有限公司
293,北京尚客传媒科技有限公司
294,玫瑰视界(北京)网络科技有限公司
295,北京神黄科技股份有限公司
296,北京恒赢智航科技有限公司
297,北京弘道智慧中医技术有限公司
298,中青健康产业发展有限公司
299,北京上格云技术有限公司
300,北京红枣科技有限公司
301,北京京诚叁佰壹拾伍度网络科技有限公司
303,明医众禾科技(北京)有限责任公司
305,海南大云科技有限公司
306,北京思能科贸有限公司
308,北京新鸿儒世纪网络技术有限公司
309,北京专脑信息技术有限公司
310,北京赛博贝斯数据科技有限责任公司
311,医源国际医院管理有限公司
318,北京一天天教育科技有限公司
319,北京艾亿新融资本管理有限公司
321,北京互联直通网络科技有限公司
322,世纪乐知（北京）网络技术有限公司
323,北京棣南新宇科技有限公司
324,北京未来进程信息技术有限公司
325,首汇焦点(北京)科技有限公司
326,北京索维智能科技有限公司
328,北京大数据研究院
329,北京征晨文化传播有限公司
330,北京唯氧绿色科技有限公司
331,北京一路无忧国际商务有限公司
332,网帅科技(北京)有限公司
333,拍库(北京)科技有限公司
334,天津紫龙奇点互动娱乐有限公司北京办事处
335,北京奥德塔数据科技有限公司
336,北京阿提拉科技有限公司
337,北京百顺世纪科技有限公司
338,沈阳民航东北凯亚有限公司大连分公司
339,北京振中电子技术有限公司
340,北京锦龙信安科技有限公司
341,昆明达林信息技术有限责任公司
343,北京蓝海讯通科技有限公司
344,黑龙江一点通科技开发有限公司
345,汇中泰德投资有限公司
346,北京中达金桥技术股份有限公司
351,北京蓝沧科技有限公司
352,云和恩墨(北京)信息技术有限公司
353,北京学神科技有限公司
355,北京嘉芸汇科技股份有限公司
356,OrangeTree Consultancy
357,甲骨文（中国）软件系统有限公司
358,北京必然如此网络技术有限公司
359,烟台欣和企业食品有限公司
360,北京麦达数字技术服务有限公司
362,北京云途腾科技有限责任公司
363,北京快人科技有限公司
365,北京车势科技有限公司
367,伯乐易才(北京)管理咨询有限公司
370,北京中视广信科技有限公司
374,北京爱悦达管理顾问有限公司
375,中智智人信息技术有限公司
378,北京华诚兴业软件开发有限责任公司
379,北京文脉互动科技有限公司
380,北京中北信科技发展有限公司
381,国人御康(北京)电子商务有限公司
382,北京创智信科科技股份有限公司
383,会听声学科技(北京)有限公司
384,北京链上科技有限责任公司
386,北京得瑞领新科技有限公司
387,北京中科云智慧环保科技有限公司
388,深圳市骏昇科技有限公司
389,北京山茶花科技有限公司
390,龙铁纵横(北京)轨道交通科技股份有限公司
392,北京中祥辉科技有限公司
393,北京多特蒙咨询服务有限公司
394,北京原始会投资管理有限公司
395,上海蔓盈信息科技有限公司北京朝阳分公司
396,北京敏数科技有限公司
397,北京闪银信息技术有限公司
398,北京天酬视觉企业形象设计有限公司
400,北京赢家创新谷科技有限责任公司
401,叠云(北京)科技股份有限公司
404,天下拉手通讯技术有限公司
405,北京云端智度科技有限公司
408,北京微格互动科技有限公司
409,北京育知同创科技有限公司
410,北京博睿捷程管理咨询有限责任公司
411,伟仕互动(北京)商务信息有限公司
412,A10 Networks Inc (Beijing)
413,北京赛宁网安科技有限公司
414,北京超越无限信息技术有限公司
416,北京世纪鹤图软件技术有限责任公司
417,智线云科技(北京)有限公司
418,北京国保金泰信息安全技术有限公司
419,北京兰云科技有限公司
424,北京元信网安科技有限公司
425,北京中乙科技有限公司
426,元贞佑方(北京)科技发展有限公司
427,北京行数通科技有限公司
428,北京企名片科技有限公司
429,北京步鼎方舟科技有限公司
430,欧迪办公网络技术有限公司
432,华赢科技(北京)有限公司
433,北京中科时间科技有限公司
435,南充市华仕政兴人力资源服务有限公司
436,上海趣美金融信息服务有限公司
437,海口斑马互动网络科技有限公司
440,明睿(北京)资本管理有限公司
441,瓦戈科技(上海)有限公司
442,号外号(北京)科技有限公司
444,上海趣美信息技术有限公司
446,北京万导技术咨询有限公司
447,北京同城翼龙网络科技有限公司
448,天道计然(北京)网络技术有限公司
449,北京同人创新科技有限公司
451,北京丽兹行房地产顾问有限公司-BJ1
452,北京安信天行科技有限公司
454,视点映画(北京)数字技术有限公司
455,北京中天易观信息技术有限公司
461,北京源润资产投资有限公司
462,天津运友物流科技股份有限公司
463,通号通信信息集团有限公司
464,北京盈禾优仕科技有限责任公司
465,新博医疗技术有限公司
466,北京螺思科技有限公司
467,时空幻境(北京)科技有限公司
469,国韵(北京)食品销售有限公司
470,国安社区(北京)科技有限公司
471,上海文谛资产管理有限公司
473,北京航新航宇航空科技有限公司
474,狐狸金服（北京）信息科技有限公司
477,北京信远通科技有限公司
479,北京时代凌宇科技股份有限公司
480,北京网录科技有限公司
481,利星行(中国)汽车企业管理有限公司
493,智联招聘网
494,华睿泰科技(北京)有限公司
502,北京华道资本投资有限公司
503,北京华纬讯电信技术有限公司
504,北京今日易购电子商务有限公司
505,北京羽乐创新科技有限公司
508,信和汇诚信用管理(北京)有限公司
509,安投融(北京)网络科技有限公司
511,北京高德体育文化股份有限公司
512,北京和润恺安科技发展股份有限公司
514,新奥特(北京)视频技术有限公司
515,杭州释码云信息技术有限公司
516,北京爱狄特信息科技有限公司
517,唯品会(中国)有限公司
520,六维联合信息科技(北京)有限公司
521,北京基调网络股份有限公司
522,昆山云飞企业管理有限公司
529,宜信
530,京东商城总部技术
540,联想集团有限公司
555,海尔集团公司
560,北京新能源汽车股份有限公司
561,新东方教育（科技）集团
584,京东商城
610,京东商城总部
615,中视前卫影视传媒有限公司
616,易鑫集团
634,一佳(北京)技术咨询有限公司
650,创维集团有限公司
652,北京小米通讯技术有限公司
653,滴滴出行
655,欢聚时代（多玩YY）
658,中银金融商务有限公司
660,百度在线网络技术(北京)有限公司
675,方正国际软件（北京）有限公司
697,金瓜子科技发展(北京)有限公司
706,广联达科技股份有限公司
708,北京沃赢科技股份有限公司
710,顺丰科技有限公司
719,瞬联讯通科技(北京)有限公司
721,北京百知尚行科技有限公司
729,中国邮政储蓄银行股份有限公司
742,今日头条
747,Antal International
750,北京三快在线科技有限公司
753,东软集团股份有限公司
754,尚德机构
756,浪潮集团有限公司
767,上海微创软件股份有限公司
768,北京恒昌利通投资管理有限公司
786,钱包金服(北京)科技有限公司
803,软通动力信息技术(集团)有限公司
829,Michael Page
830,宝马（中国） 服务有限公司BMW China Services Ltd.
863,我买网
881,戴姆勒大中华区投资有限公司
891,华为技术有限公司
903,优信集团
909,咪咕文化科技有限公司
915,美菜网
940,北京恒昌惠诚信息咨询有限公司
977,京东商城江苏分公司
984,联通支付有限公司
996,北京丽兹行房地产顾问有限公司-BJ8
1019,中国中信集团有限公司
1027,北京大米科技有限公司
1028,中粮营养健康研究院
1050,宝马（中国）汽车贸易有限公司 BMW China Automotive Trading Ltd.
1066,Gameloft
1076,北京东方雨虹防水技术股份有限公司
1082,梅赛德斯-奔驰汽车金融有限公司
1083,北京中电普华信息技术有限公司
1085,北京北森云计算股份有限公司
1098,信永中和(北京)国际投资管理有限公司
1110,搜狐视频
1111,徐工集团工程机械股份有限公司
1120,同方股份有限公司
1134,爱卡汽车网
1135,易车公司
1137,爱心人寿保险股份有限公司
1138,大唐高鸿数据网络技术股份有限公司
1145,北京若为信息技术有限公司
1146,上海亨元金融信息服务有限公司
1148,安邦保险集团股份有限公司
1152,戴尔斯克集团
1163,北京同城必应科技有限公司
1165,汽车之家
1168,普天信息技术有限公司
1177,普华众鑫文化传播有限公司
1178,北京汉克时代科技有限公司
1183,新奥集团股份有限公司
1186,美业邦(北京)科技有限公司
1224,新浪网房产频道
1244,Ericsson
1250,狮桥融资租赁(中国)有限公司北京分公司
1251,北京四维图新科技股份有限公司
1256,中华联合保险集团股份有限公司
1280,三一集团
1282,科大讯飞股份有限公司
1283,网易（杭州）网络有限公司
1284,北京世纪互联宽带数据中心有限公司
1292,北京恒光信息技术股份有限公司
1297,有利网
1312,北京华拓金融服务外包有限公司
1322,福建星网锐捷网络有限公司
1335,达飞微金商务咨询(北京)有限公司
1358,北京中电科电子装备有限公司
1359,泰康养老保险股份有限公司
1360,和利时集团
1361,北京想就拿信息科技有限公司
1363,瑞斯康达科技发展股份有限公司
1367,北京网库信息技术股份有限公司
1368,山东文辉软件服务外包有限公司
1377,北京思源互联科技有限公司
1378,北京昆仑万维科技股份有限公司
1381,蓝色光标传播集团
1387,大连斯锐信息技术有限公司
1394,安诺优达基因科技（北京）有限公司
1406,新华三技术有限公司
1414,兴唐通信科技有限公司
1426,神州数码系统集成服务有限公司深圳分公司
1427,航天云网科技发展有限责任公司
1432,贝壳金控控股集团有限公司
1468,北京摩拜科技有限公司
1470,梦想城堡(天津)电子商务有限公司北京分公司
1474,新华网股份有限公司
1475,泰禾(福建)集团有限公司
1488,北京京东世纪贸易有限公司
1490,上海蔚来汽车有限公司
1521,便利蜂商贸有限公司
1562,亿阳信通股份有限公司
1610,中科创达软件股份有限公司
1613,启迪控股股份有限公司
1616,深圳腾讯计算机系统有限公司
1626,展讯通信(上海)有限公司
1631,中国电信股份有限公司北京分公司
1668,图谱天下(北京)科技有限公司
1669,途家网网络技术(北京)有限公司
1671,泰康保险集团股份有限公司
1674,泰康在线财产保险股份有限公司
1676,北京梦疆咨询有限公司
1682,深圳市商汤科技有限公司
1684,北京八维教育集团 
1688,北京物云智能科技有限公司
1690,北京乐学创想教育科技有限公司
1694,北京爱钱帮财富科技有限公司
1698,北京腾云天下科技有限公司
1700,成都数联铭品科技有限公司
1712,安心财产保险有限责任公司
1713,旷视科技face++
1714,北京国双科技有限公司
1716,游族网络
1720,河北源达证券投资顾问股份有限公司
1727,北京辰安科技股份有限公司
1728,北京百分点信息科技有限公司
1729,北京贝瑞和康生物技术有限公司
1731,北京康普森生物技术有限公司
1734,云唯+
1735,北京百卓网络技术有限公司
1742,秦皇岛康研网络科技有限公司
1746,因诺(上海)资产管理有限公司
1747,北京捷越联合信息咨询有限公司
1756,玩咖欢聚文化传媒(北京)有限公司
1757,百望股份有限公司
1758,芯联达信息科技(北京)股份有限公司
1761,北京人合创咨询有限公司
1762,简理财
1767,北京国信创新科技股份有限公司
1768,北京翡翠教育科技有限公司昌平分公司
1770,北京所问数据科技有限公司
1774,海航云商投资有限公司
1775,李宁（中国）体育用品有限公司
1777,蜜芽宝贝(北京)网络科技有限公司
1780,中海微银资产管理有限公司
1785,北京海客瀛洲网络科技有限公司
1790,北京勤诚互动广告有限公司
1792,北京腾趣互娱网络科技有限公司
1796,北京升哲科技有限公司
1799,凯泰铭科技(北京)有限公司
1800,彪洋科技(北京)有限公司
1805,东方银谷(北京)投资管理有限公司
1808,中国国际期货股份有限公司
1809,西藏方程汽车租赁有限责任公司北京咨询分公司
1811,神州优车集团
1812,北京玩乐付科技有限公司
1815,北京市外商投资企业服务中心
1818,柚子(北京)移动技术有限公司
1824,北京迪安捷生物科技有限公司
1841,北京翼聚源软件科技有限公司
1846,北京新东方迅程网络科技股份有限公司
1857,北京冰狮科技有限公司
1860,乐惠(北京)科技有限公司
1861,北京城建智控科技有限公司
1863,北京嘉诚瑞杰信息技术有限公司
1864,上海清鹤科技股份有限公司
1865,北京云知声信息技术有限公司
1869,中科宇图科技股份有限公司
1870,中胜信用管理有限公司
1872,北京和创未来网络科技有限公司
1873,北京众和永业科技发展有限公司
1875,北京首证投资顾问有限公司
1878,江山永泰投资控股有限公司
1880,浙江同牛网络科技有限公司
1884,成都我来啦网格信息技术有限公司
1885,世华万向资讯(北京)有限公司
1887,北京鑫根投资管理有限公司
1888,国美金控投资有限公司
1892,森纵艾德（北京）教育科技股份有限公司
1897,北京闲徕互娱网络科技有限公司
1900,南京国睿信维软件有限公司
1904,金融界网站
1906,北京诚益通控制工程科技股份有限公司
1908,北京嘉楠捷思信息技术有限公司
1910,中移物联网有限公司
1917,联动优势科技有限公司
1920,去哪儿网平台事业部
1922,浙江贝尔技术有限公司
1925,中国国新控股有限责任公司
1938,大唐电信无线移动创新中心
1941,深圳市长亮科技股份有限公司
1948,北京中熙正保远程教育技术有限公司
1955,包商银行股份有限公司
1972,浙江大华技术股份有限公司
1974,北京复华旅游文化发展有限公司
1978,联通云数据有限公司
1990,天音通信控股股份有限公司北京分公司
1991,搜狐汽车
1997,中信百信银行股份有限公司
1998,诚迈科技（南京）有限公司
1999,去哪儿网旅游度假事业部
2005,中兴通讯股份有限公司
2018,京东方科技集团
2041,去哪儿网大住宿事业部
2055,北京中文万维科技有限公司
2062,博奥生物集团有限公司
2065,北京雅林士博建筑工程有限公司
2066,北京博睿宏远数据科技股份有限公司
2071,北京旌准医疗科技有限公司
2077,上海享学网络科技有限公司北京分公司
2078,北京国通合众信息技术有限公司
2079,北京微播易科技股份有限公司
